       parameter            eig1            eig2            eig3            eig4            eig5            eig6            eig7            eig8            eig9           eig10           eig11           eig12           eig13           eig14           eig15           eig16           eig17           eig18           eig19           eig20 identifiability     sqrt(ident)
 qvkfac11        1.0115208E-07   1.6671697E-05   6.1271574E-02   5.1776848E-07   1.1755885E-07   6.6081741E-03   1.6427332E-02   5.5552173E-03   1.9619039E-04   2.2272143E-03   1.4324112E-06   8.0339898E-07   7.9171093E-04   2.3102005E-03   4.7736514E-05   2.9403754E-04   1.9324629E-04   4.8088222E-03   1.0430910E-07   4.7737697E-06   0.1007560       0.3174208    
 qvk12           8.2427420E-12   6.9182590E-11   1.0434710E-07   8.6301650E-10   9.5138152E-12   9.7026282E-08   3.9795696E-07   1.2355329E-08   2.1286534E-09   8.4590760E-08   6.5318503E-10   2.1602082E-09   6.1726959E-08   2.4346034E-07   1.4198658E-10   8.5494418E-09   9.6202155E-09   2.2118046E-06   4.3443455E-11   1.6261740E-10   3.2376780E-06   1.7993549E-03
 qvk15           3.5974077E-09   7.9689240E-09   5.1411571E-06   1.1463559E-07   4.5241210E-12   3.2534677E-06   2.4248114E-05   1.6828411E-06   4.0268926E-08   1.1209144E-05   3.0693090E-10   1.6484006E-08   2.6256298E-05   3.0373190E-06   5.0741142E-06   4.4263376E-05   4.4144428E-05   2.2407500E-05   1.5826179E-08   4.3313150E-08   1.9096017E-04   1.3818834E-02
 qvk100          4.0317262E-10   1.4195375E-11   7.3466499E-08   2.8682655E-11   7.3456975E-14   4.0574778E-10   3.0782906E-09   2.4401355E-10   1.8602222E-09   2.8042512E-08   7.3303374E-11   2.6105606E-10   3.9853648E-09   8.3010182E-08   1.6079238E-07   8.7430110E-09   2.0448858E-08   9.6399749E-08   2.2223148E-09   2.5796382E-08   5.0927601E-07   7.1363577E-04
 qvk101          1.0388589E-11   1.7304197E-10   2.7453887E-10   7.9850105E-12   1.1173909E-14   1.5237667E-08   1.9217670E-11   1.1432332E-08   5.6039602E-11   1.6424379E-08   8.0342113E-11   1.0994138E-10   5.3616563E-09   9.8681144E-10   8.3113459E-10   2.1632187E-09   1.0676542E-08   1.0933351E-09   1.0404537E-11   2.5456267E-11   6.4974443E-08   2.5490085E-04
 qvk102          9.2818803E-09   6.7376052E-08   1.0094065E-04   2.4718161E-06   8.1366485E-11   1.0276344E-04   4.9222431E-04   1.3795271E-05   9.8840077E-08   1.3163064E-03   5.2450328E-06   5.8531316E-06   8.9678766E-07   1.9439631E-03   3.4257313E-05   1.2460285E-04   4.5166299E-05   1.3313473E-03   7.6771064E-08   7.6993904E-09   5.5200938E-03   7.4297334E-02
 qvk103          1.1251066E-08   1.2689496E-09   1.7122720E-06   2.6228435E-09   6.0249910E-10   3.8502220E-08   2.5334688E-09   3.4709722E-08   2.6936868E-07   1.9568547E-06   1.0698855E-08   1.3890424E-09   4.2958992E-07   6.1639350E-06   1.9785529E-05   1.3014418E-08   1.2439382E-07   1.3805999E-07   2.1312268E-07   9.9017869E-07   3.1899897E-05   5.6479994E-03
 qvk104          1.3178260E-07   1.2907483E-07   8.9600971E-04   6.4724684E-06   1.8217109E-09   4.7963798E-04   1.9961709E-03   6.7988089E-05   5.9195069E-06   2.1491706E-03   2.1262271E-05   4.8449048E-05   5.6294718E-04   1.6103039E-02   3.3438485E-04   1.5250488E-03   5.4068800E-04   7.1036170E-03   4.8281404E-07   4.7340329E-06   3.1846285E-02   0.1784553    
 qvk105          1.3175583E-07   6.0553100E-08   6.6547736E-04   1.9304781E-05   1.5082616E-08   7.6116259E-04   4.3645350E-03   3.1683833E-05   1.1891934E-05   3.9123923E-03   2.5644975E-05   4.0185410E-05   2.2404161E-05   2.2648270E-02   1.8542587E-04   3.9916867E-04   1.4178129E-04   1.0046727E-02   5.2062150E-07   4.1174559E-07   4.3277195E-02   0.2080317    
 qvk106          4.4634749E-08   3.3518970E-09   2.0609970E-05   2.7460347E-07   4.8617950E-09   9.1392021E-05   2.4454480E-05   4.5802752E-06   3.3241437E-07   8.6833911E-05   8.1857023E-08   1.4911966E-08   2.7527671E-05   1.1098452E-04   1.7303649E-04   4.5180508E-06   1.6313580E-05   1.3252490E-05   1.7050084E-07   7.6540303E-09   5.7443825E-04   2.3967441E-02
 qvk107          4.9122909E-09   1.6163062E-10   1.5457255E-06   3.0333894E-09   7.7309419E-12   2.4244053E-07   9.4439878E-07   7.9626646E-08   9.5731827E-09   1.1834445E-07   3.4459787E-09   3.0309718E-12   1.8208248E-08   5.1370023E-07   1.7865864E-06   1.7488312E-06   1.6912541E-06   2.6826603E-07   4.2493690E-08   2.5110619E-07   9.2721193E-06   3.0450155E-03
 qvk108          1.0727565E-09   9.1559002E-09   2.4373348E-07   2.8913783E-08   6.3942474E-12   9.1959570E-07   2.6677090E-06   2.1298345E-13   1.1090761E-06   1.1631397E-04   8.9639208E-08   1.2951316E-08   1.6855417E-05   1.3486581E-04   6.5177598E-09   5.9002676E-06   5.0535367E-06   5.6814822E-06   3.4626962E-08   1.8428090E-11   2.8979350E-04   1.7023322E-02
 qvk109          1.4741826E-09   3.2692552E-12   1.1234675E-07   6.1606800E-10   2.4606334E-12   3.7449934E-07   9.0462545E-07   2.2456383E-07   8.4006406E-09   1.2049640E-07   8.4408663E-10   4.8684763E-12   3.1085962E-08   9.4330346E-08   4.9635068E-08   4.2761994E-09   8.9360490E-09   1.6816187E-07   2.9915743E-11   1.5929699E-11   2.1043487E-06   1.4506373E-03
 qvk110          4.2156767E-08   6.1259802E-10   2.3636327E-08   2.0445997E-08   1.7999861E-11   1.9961555E-06   8.9249563E-06   1.2081897E-06   7.5325441E-07   6.2519621E-05   9.9254013E-09   1.6330381E-07   5.7914680E-05   1.2250162E-04   6.8227176E-10   1.3720260E-05   9.7111364E-06   4.7286341E-06   2.8321603E-08   9.8999520E-12   2.8426762E-04   1.6860238E-02
 qvk111          1.4154662E-07   4.3631422E-08   7.7850440E-07   8.6731163E-08   3.9469197E-10   9.4773932E-06   3.6690542E-05   2.5145640E-06   4.5375052E-07   1.5218837E-04   3.0425105E-07   3.2821586E-09   6.7046670E-05   9.6209059E-05   1.9967202E-07   2.5532393E-05   5.0260170E-06   1.3260920E-05   2.9341165E-07   4.1876707E-07   4.1066987E-04   2.0264991E-02
 qvk112          4.0376320E-07   8.0778103E-07   1.8371039E-04   4.3766041E-06   1.8426003E-09   9.6630453E-04   1.3342674E-03   2.5918141E-04   5.8341443E-06   4.3780627E-07   1.3651446E-06   1.2913958E-05   3.4772660E-03   2.1020253E-06   2.6257330E-06   1.6288864E-04   1.0280240E-06   1.6446180E-05   5.0161683E-07   1.2439114E-06   6.4337069E-03   8.0210392E-02
 qvk113          4.3865661E-12   5.6187912E-12   1.1144194E-09   5.9335359E-12   3.7380088E-11   3.4234841E-10   4.1297810E-09   1.0005496E-09   4.1327051E-11   2.4890382E-10   6.0498866E-11   9.5468481E-11   1.1435090E-09   1.2725526E-09   6.7669053E-08   8.6207021E-09   7.5892310E-09   4.4549456E-09   6.2321317E-10   3.7975125E-10   9.8839573E-08   3.1438762E-04
 qvk114          2.0959985E-08   1.6923401E-09   6.9261177E-06   6.3484448E-09   1.9188240E-10   4.7068509E-07   2.1629562E-07   2.1960610E-07   8.6242984E-08   1.9172779E-06   3.8382473E-08   2.6534142E-09   4.1108679E-06   4.4104009E-06   1.5632085E-05   2.0138975E-07   1.2248382E-07   7.1292483E-06   1.1084346E-07   1.1237760E-06   4.2747549E-05   6.5381610E-03
 qvk115          2.9923304E-11   5.3987468E-13   5.6793551E-09   2.6207934E-13   2.6560896E-12   1.9385816E-09   7.4400145E-10   5.3729947E-10   1.9302469E-10   4.8467637E-09   3.7817938E-11   9.0703931E-12   3.4380932E-10   6.5006301E-10   1.6592731E-08   2.2673549E-13   2.3462879E-11   5.1196298E-09   1.4464779E-10   1.1230165E-09   3.8016883E-08   1.9497919E-04
 qvk116          2.1751357E-08   3.4296684E-09   4.2365842E-06   1.9948606E-10   7.2395127E-10   4.1356326E-08   1.5478132E-06   4.4911645E-07   1.9284504E-08   6.9944902E-08   6.0807299E-09   1.7293391E-10   8.5694030E-07   5.5874351E-07   1.4564228E-05   2.7735847E-08   1.6667348E-07   1.6527904E-06   1.3020585E-07   8.7798999E-07   2.5231765E-05   5.0231230E-03
 qvk117          1.3562472E-09   1.0679722E-11   8.6179306E-08   6.2870924E-10   6.2994484E-14   7.9376505E-07   4.8249135E-08   2.6677679E-08   1.5728106E-09   1.9146206E-08   8.4144476E-10   1.4236490E-10   7.0922823E-08   5.7295997E-08   8.9292953E-07   8.8817831E-09   1.2990085E-09   4.0757488E-09   7.5706919E-13   2.6672890E-09   2.0166426E-06   1.4200854E-03
 qvk118          2.7864238E-10   1.3001220E-12   1.9549495E-08   9.5362970E-11   1.8345208E-11   2.5601001E-08   1.1672469E-09   6.7710270E-10   1.5635406E-10   3.6840936E-11   1.9817002E-10   4.6765138E-13   1.8419619E-09   2.0541428E-09   2.0295717E-07   1.6166779E-09   2.1422942E-09   4.5160044E-09   5.5661381E-11   5.7288068E-09   2.6869305E-07   5.1835610E-04
 qvk119          3.6039387E-07   6.9084044E-07   9.6949175E-05   1.1159299E-07   9.0265424E-10   1.0033049E-04   3.4068948E-04   1.2698598E-04   4.0820469E-05   9.9712779E-03   4.9400321E-05   9.2543103E-06   2.0078589E-03   0.1278079       1.4754558E-02   4.7997736E-02   7.1857905E-02   0.6696095       1.6253589E-04   3.7583971E-06   0.9449386       0.9720795    
 qvk120          1.3591073E-09   4.5156611E-11   3.0859828E-06   9.9182098E-10   3.1088246E-08   7.5571923E-07   5.3982761E-06   6.8269330E-10   7.5741575E-08   6.1845373E-06   4.5082469E-10   1.9017076E-07   1.0074368E-07   7.4510231E-05   4.6558714E-05   5.6977266E-07   1.7938682E-06   1.2076062E-06   2.2839032E-08   4.1527909E-07   1.4090410E-04   1.1870303E-02
 qvk121          3.8994553E-10   3.0144803E-15   5.9653260E-08   5.0056217E-10   1.0853188E-13   1.0728179E-06   6.6715862E-08   4.6991700E-08   1.2477248E-09   1.6726281E-08   1.3527569E-10   9.2108030E-11   4.9440305E-08   2.2145641E-08   1.0458623E-11   6.1650163E-08   4.9016386E-08   1.0870826E-07   8.3402637E-12   2.1450538E-10   1.5564648E-06   1.2475836E-03
 qvk122          1.0399187E-07   4.7174140E-08   1.3814927E-05   4.0414024E-09   5.8253605E-08   1.1055325E-05   1.6750187E-05   1.2317998E-05   4.1941788E-07   8.4843069E-05   3.0169154E-07   3.9932774E-07   4.3592761E-05   1.9041445E-06   7.8257054E-06   4.9592860E-05   3.9403238E-05   7.8990672E-06   2.2037623E-07   9.7016031E-08   2.9065057E-04   1.7048477E-02
 qvk123          6.9669524E-10   1.1752209E-09   3.5923836E-06   4.3538674E-09   3.1750544E-12   7.5434280E-06   1.3769360E-07   1.4077250E-08   2.0217222E-09   7.2229951E-10   1.2188177E-09   3.9874971E-09   7.7061542E-08   2.5927105E-06   1.0964003E-07   3.1613308E-06   3.0047289E-06   3.3566253E-07   3.5398872E-09   2.4106410E-10   2.0586677E-05   4.5372543E-03
 qvk124          6.8635173E-07   8.8414845E-07   3.6029985E-04   8.0713830E-06   5.0827341E-09   2.5203936E-03   2.9832347E-03   7.5377535E-04   3.4816920E-05   5.4524138E-05   1.2115834E-06   1.7376340E-05   5.0364067E-03   9.2878985E-04   3.8805445E-04   3.9168853E-03   2.3706964E-03   1.4532777E-03   5.4295036E-08   1.3995544E-06   2.0830844E-02   0.1443289    
 qvk125          7.5679012E-10   5.1620854E-11   2.1098498E-07   2.1070609E-10   9.4932117E-11   1.8483957E-07   8.7126674E-09   1.1602066E-10   1.7485290E-09   2.5870915E-08   1.1802847E-09   9.2212635E-12   6.0125069E-08   2.4166538E-08   2.2934246E-08   1.4132313E-09   5.1502755E-09   3.6584784E-08   3.0206259E-09   2.3039080E-08   6.1101008E-07   7.8167134E-04
 qvk126          1.6837176E-07   1.4510808E-07   3.7085897E-03   4.7130345E-05   1.3040271E-08   3.6455473E-03   1.3066435E-02   4.5116020E-05   2.9876637E-05   9.5751706E-03   7.0769559E-05   1.5182194E-04   1.7305780E-03   5.7621762E-02   4.2798043E-04   2.6238122E-03   9.7420586E-04   2.4772981E-02   1.2437141E-08   1.8741017E-05   0.1185109       0.3442541    
 qvk127          1.2033521E-10   5.0834660E-13   4.5800869E-09   7.2996519E-12   2.3495467E-12   1.4700315E-10   1.4344726E-09   3.9863209E-10   2.1357650E-10   4.3183124E-10   2.2909501E-11   1.5913296E-11   8.7379145E-10   2.1058249E-10   4.1583368E-08   2.4980975E-10   4.7070782E-10   1.5888849E-09   8.3877044E-15   1.4113744E-09   5.3763445E-08   2.3186946E-04
 qvk128          9.5835218E-13   1.4927335E-09   2.7004241E-07   1.5873301E-09   4.1720559E-12   2.2210808E-08   2.1363242E-07   4.8066862E-09   1.4193773E-10   1.9061229E-10   2.6225609E-10   3.3723002E-10   9.3701240E-11   7.1722822E-08   1.1283833E-06   3.2569180E-06   5.3382093E-06   2.8546492E-06   4.6230951E-09   9.9352321E-09   1.3179244E-05   3.6303229E-03
 qvk129          9.9932002E-13   8.0109033E-14   9.6802248E-11   2.0490388E-14   9.2015292E-14   1.0280677E-12   1.2508143E-11   8.4324449E-12   3.4496203E-12   8.7205241E-12   9.5789275E-13   4.3234832E-13   5.7038799E-13   5.5793204E-14   1.7669866E-10   1.1171915E-11   1.4630148E-11   2.9094681E-11   7.6580205E-12   5.5017412E-11   4.2842024E-10   2.0698315E-05
 qvk130          4.7272230E-10   3.3438929E-11   1.1402431E-07   9.6603590E-11   2.6807188E-11   1.8257373E-08   8.7366055E-08   1.9327297E-08   7.0270440E-11   2.2668605E-09   3.0837910E-10   6.1918961E-10   8.2482642E-08   1.0098333E-07   1.2955346E-07   2.7223769E-07   2.9289107E-07   8.3562697E-08   1.9685204E-09   1.6509278E-08   1.2230580E-06   1.1059195E-03
 qvk131          4.2630191E-12   2.7292193E-10   3.5703583E-06   4.8855917E-08   1.9317244E-09   7.9351569E-07   2.7030713E-06   2.0905473E-07   1.3261018E-08   1.6474101E-05   7.5422276E-11   2.8129584E-09   8.1301190E-07   8.1761076E-07   5.1344221E-06   4.6449991E-05   6.4145075E-05   1.6909492E-05   3.8632313E-08   2.2635468E-08   1.5814819E-04   1.2575698E-02
 qvk132          1.0469691E-11   3.4754213E-12   4.5995438E-08   1.4189366E-08   1.0984499E-08   2.2606923E-08   2.2872896E-07   1.3495396E-07   4.1500461E-08   3.8441366E-06   5.7894223E-10   4.0029809E-08   1.8769802E-06   2.6912648E-05   4.8887925E-07   8.2670791E-07   7.6226214E-07   9.5360461E-07   7.1157880E-09   1.3921429E-07   3.6351131E-05   6.0291899E-03
 qvk133          2.3126233E-12   5.3741605E-12   6.1696824E-09   6.1805434E-12   2.4172968E-13   6.4351334E-10   2.2847502E-09   1.0725837E-09   1.9959072E-11   1.5282438E-09   4.7527634E-11   3.6656847E-11   5.8080254E-09   7.3069896E-09   4.0465331E-10   1.0585011E-09   3.6644041E-10   1.7500178E-08   2.0493448E-10   7.1943711E-11   4.4538692E-08   2.1104192E-04
 qvk134          5.0951663E-11   4.2929687E-12   3.3495162E-10   2.2283622E-12   1.0101597E-12   1.4391520E-11   1.1797333E-09   7.2305849E-10   4.3126281E-11   1.2647718E-10   1.9176058E-11   6.3564507E-11   2.1426715E-09   7.5623167E-09   6.9507009E-09   8.0686889E-10   8.5523328E-10   1.4093816E-08   1.5166078E-10   2.5464596E-10   3.5380876E-08   1.8809805E-04
 qvk135          9.3851854E-12   8.8897772E-13   2.9808457E-08   2.4464828E-09   6.8708597E-13   2.1243200E-09   8.8760773E-08   4.8810280E-09   5.2304888E-10   1.0902517E-09   6.0078192E-11   4.8050686E-10   3.5679724E-07   4.2560314E-08   8.7208838E-07   1.3045743E-07   2.5716770E-07   2.6871608E-10   6.9884773E-11   1.4035197E-09   1.7909991E-06   1.3382821E-03
 qvk136          3.8225162E-13   3.0772024E-13   5.4768824E-11   8.3700910E-11   7.5527610E-15   1.5197029E-07   3.9849933E-08   9.9667705E-10   2.6479729E-11   1.2201837E-09   2.3634843E-11   2.6668309E-13   1.8148045E-08   1.7705193E-09   4.2533525E-08   2.3093424E-10   1.8736261E-09   8.4078112E-10   1.4358182E-11   2.9343339E-10   2.5993185E-07   5.0983512E-04
 qvk137          1.1667534E-11   5.9242378E-13   1.6248199E-09   9.2443630E-12   1.9386679E-13   1.5152187E-09   7.6641371E-09   1.5353756E-09   2.4354387E-10   6.8887388E-11   2.7034610E-11   1.0223366E-10   2.2091511E-09   4.3860253E-09   3.8895755E-08   4.5281028E-09   4.2462151E-09   3.7320845E-09   1.4213539E-11   9.3048252E-10   7.1744979E-08   2.6785253E-04
 qvk138          1.9066538E-10   2.0906771E-11   1.2853306E-08   6.0053100E-11   3.2804603E-11   3.1255529E-10   4.6357718E-10   6.5028521E-10   1.2478927E-09   3.5077377E-09   2.2048255E-10   1.1553689E-10   5.9718548E-10   1.4803167E-09   1.0685410E-09   1.2644377E-09   6.7508735E-10   2.8148314E-09   2.1822525E-09   1.5091063E-08   4.4849518E-08   2.1177705E-04
 qvk139          1.4275198E-08   4.8243578E-09   2.3375447E-07   3.8976727E-09   5.9184890E-15   6.2311600E-08   9.0265273E-07   2.0753138E-07   3.5815863E-07   1.1273639E-05   4.3571850E-09   1.4088340E-07   2.2345285E-05   1.0618370E-05   6.1466024E-08   8.9871748E-07   1.5954885E-06   1.4757317E-06   8.8913485E-08   4.2380456E-08   5.0332638E-05   7.0945499E-03
 qvk140          2.3602046E-10   1.3199870E-10   6.4835704E-08   8.7629699E-10   1.6608678E-12   4.2024154E-08   1.6102474E-07   7.4751602E-10   5.1289340E-09   1.9896185E-07   2.3416666E-09   1.4624388E-08   4.6951064E-06   2.4951037E-07   1.4389777E-08   3.4092871E-08   3.7304326E-10   8.5604106E-08   1.3538657E-10   1.8509924E-11   5.5701654E-06   2.3601198E-03
 qvk141          1.3766925E-09   4.9859879E-09   7.5576355E-07   4.5034297E-08   7.2181847E-12   2.4887105E-06   1.8028426E-05   1.3328698E-06   6.4473926E-08   5.9878253E-06   4.0518917E-09   9.6973925E-09   3.1424679E-06   5.3557300E-07   1.4170750E-06   6.9467789E-06   5.5507443E-06   1.2294018E-07   8.2008129E-10   3.5242848E-07   4.6792050E-05   6.8404715E-03
 qvk142          1.7016611E-13   1.2098358E-12   2.0908550E-08   5.1188728E-12   1.0572620E-12   7.3214576E-10   1.0482751E-09   1.5789522E-09   1.5065336E-10   1.7865196E-09   7.3162382E-12   6.0590981E-11   3.0760866E-10   1.7081357E-09   4.6279563E-08   1.1267346E-09   1.7527733E-09   2.4463224E-09   1.3147049E-10   4.1021882E-10   8.0443387E-08   2.8362543E-04
 kx_os001        1.6483525E-09   4.2880061E-10   4.6992545E-08   1.0145057E-09   3.0376576E-11   3.6822518E-08   1.9618141E-07   6.8185336E-10   3.4318140E-09   7.0556124E-07   2.2301091E-09   1.0682195E-10   4.6110228E-08   9.0449879E-07   6.7748223E-07   2.4475331E-08   3.2886711E-08   1.6343622E-06   2.2035731E-11   2.0286933E-10   4.3151708E-06   2.0772989E-03
 kx_os002        3.7307302E-09   5.7728585E-08   1.7970293E-05   1.5594166E-06   7.9715090E-10   3.4420901E-05   1.5561201E-04   9.3624720E-07   8.3694435E-08   4.4414551E-04   9.8006073E-07   3.7118933E-07   3.9826390E-05   4.7274869E-05   3.0707906E-04   1.8815582E-03   2.2410175E-03   8.2200556E-04   1.2864014E-06   4.3117407E-06   6.0005012E-03   7.7462902E-02
 kx_os003        9.6490232E-08   9.5239378E-09   2.5248439E-05   4.3143485E-07   1.3813662E-10   5.5616598E-05   7.7782514E-05   1.9351226E-05   4.2324330E-07   5.9186361E-07   1.0582437E-07   1.0139163E-06   3.2945542E-04   5.3659759E-05   3.3813139E-05   3.9057411E-04   3.1502885E-04   1.5637527E-04   4.0346677E-08   6.3882277E-08   1.4596820E-03   3.8205785E-02
 kx_os004        5.2547674E-13   5.5281458E-08   8.6462044E-05   3.1934122E-10   8.8381469E-11   6.6349253E-06   3.3603506E-05   8.3402241E-06   5.1120506E-07   5.3520856E-06   8.7582632E-08   1.3131531E-07   4.1382393E-06   1.0054352E-04   7.1494368E-06   5.6760500E-05   4.0546206E-05   4.4786392E-05   5.7460555E-08   7.8690780E-07   3.9594724E-04   1.9898423E-02
 kx_os005        5.8071638E-10   9.6602929E-10   2.9745994E-09   6.4331874E-10   1.1483660E-10   2.0588078E-09   1.7832892E-08   4.9255338E-08   2.3754833E-09   6.9680908E-07   2.6911109E-09   1.9307958E-09   1.8120797E-08   5.4116678E-10   5.7821979E-09   1.6170036E-07   1.4439283E-07   6.3139003E-07   7.2821712E-10   8.0668635E-10   1.7416953E-06   1.3197330E-03
 kx_os006        1.7570188E-08   1.2417120E-07   2.0526486E-04   5.9236609E-06   2.3672790E-09   1.0884653E-04   4.2986981E-04   6.2311823E-07   1.7026395E-07   1.0813829E-03   2.7186791E-06   3.9210413E-07   4.1213466E-06   2.7235433E-04   1.3525080E-03   9.0011672E-03   1.0592443E-02   4.5619807E-03   5.3654658E-06   1.0003537E-05   2.7635280E-02   0.1662386    
 kx_os007        2.4998116E-10   1.1234098E-09   1.5153907E-07   7.1783652E-10   1.5272708E-11   3.8948863E-08   9.8403093E-08   6.1233358E-08   1.2222681E-08   1.2133079E-06   6.1059574E-09   5.9618591E-10   1.5761103E-07   4.6957506E-08   2.2686166E-07   1.5802422E-06   1.5452281E-06   5.0332225E-06   7.2119063E-10   2.5963695E-10   1.0175568E-05   3.1899165E-03
 kx_os008        4.2060538E-10   2.1183736E-08   3.4450703E-07   6.5515179E-08   9.0467548E-11   2.7465972E-06   1.0170649E-05   2.2493565E-08   8.8709650E-07   1.5543400E-04   1.6504249E-07   6.6685408E-10   1.1503172E-05   1.2987259E-04   1.9041686E-08   3.1616899E-06   2.3512789E-06   1.0289212E-06   1.8614737E-08   2.4191988E-10   3.1781381E-04   1.7827333E-02
